"distribution","p","n","estimator","efficiency"
"Normal(m=0, sd=1)",0.03,5,"hd",1.05017257458722
"Weibull(scale=1, shape=2)",0.03,5,"hd",1.08033436558935
"Student(df=3)",0.03,5,"hd",0.982683436644131
"Gumbel(loc=0, scale=1)",0.03,5,"hd",1.0683148010601
"Exp(rate=1)",0.03,5,"hd",1.11303302621253
"Cauchy(x0=0, gamma=1)",0.03,5,"hd",0.832235267631902
"Pareto(loc=1, shape=0.5)",0.03,5,"hd",0.476957316398827
"Pareto(loc=1, shape=2)",0.03,5,"hd",1.13452898622132
"LogNormal(mlog=0, sdlog=1)",0.03,5,"hd",1.10456300268851
"LogNormal(mlog=0, sdlog=2)",0.03,5,"hd",1.1310543425726
"LogNormal(mlog=0, sdlog=3)",0.03,5,"hd",1.45643843887331
"Weibull(shape=0.3)",0.03,5,"hd",1.47571309673827
"Weibull(shape=0.5)",0.03,5,"hd",1.26833864870398
"Frechet(shape=1)",0.03,5,"hd",1.15729961049464
"Frechet(shape=3)",0.03,5,"hd",1.0943727077856
"Uniform(a=0, b=1)",0.04,5,"hd",1.12468223659757
"Triangular(a=0, b=2, c=1)",0.04,5,"hd",1.0910095129341
"Triangular(a=0, b=2, c=0.2)",0.04,5,"hd",1.12984956888477
"Beta(a=2, b=4)",0.04,5,"hd",1.1102325683043
"Beta(a=2, b=10)",0.04,5,"hd",1.12196313386148
"Normal(m=0, sd=1)",0.04,5,"hd",1.06569717530027
"Weibull(scale=1, shape=2)",0.04,5,"hd",1.10028558378187
"Student(df=3)",0.04,5,"hd",0.961865644779107
"Gumbel(loc=0, scale=1)",0.04,5,"hd",1.08835293683059
"Exp(rate=1)",0.04,5,"hd",1.15220940028238
"Cauchy(x0=0, gamma=1)",0.04,5,"hd",0.777823749598335
"Pareto(loc=1, shape=0.5)",0.04,5,"hd",0.347150857982228
"Pareto(loc=1, shape=2)",0.04,5,"hd",1.17280847024138
"LogNormal(mlog=0, sdlog=1)",0.04,5,"hd",1.14800938420874
"LogNormal(mlog=0, sdlog=2)",0.04,5,"hd",1.3164103473194
"LogNormal(mlog=0, sdlog=3)",0.04,5,"hd",1.55549137538606
"Weibull(shape=0.3)",0.04,5,"hd",1.66115047192781
"Weibull(shape=0.5)",0.04,5,"hd",1.26033807140038
"Frechet(shape=1)",0.04,5,"hd",1.21236325310159
"Frechet(shape=3)",0.04,5,"hd",1.12604825087039
"Uniform(a=0, b=1)",0.05,5,"hd",1.15958924531858
"Triangular(a=0, b=2, c=1)",0.05,5,"hd",1.10896681649446
"Triangular(a=0, b=2, c=0.2)",0.05,5,"hd",1.17031650789826
"Beta(a=2, b=4)",0.05,5,"hd",1.1348664258254
"Beta(a=2, b=10)",0.05,5,"hd",1.15065966334219
"Normal(m=0, sd=1)",0.05,5,"hd",1.07266921054726
"Weibull(scale=1, shape=2)",0.05,5,"hd",1.1292696743068
"Student(df=3)",0.05,5,"hd",0.929541945580601
"Gumbel(loc=0, scale=1)",0.05,5,"hd",1.10650426107381
"Exp(rate=1)",0.05,5,"hd",1.19612488016557
"Cauchy(x0=0, gamma=1)",0.05,5,"hd",0.737432034137788
"Pareto(loc=1, shape=0.5)",0.05,5,"hd",0.334300560625218
"Pareto(loc=1, shape=2)",0.05,5,"hd",1.21863955729988
"LogNormal(mlog=0, sdlog=1)",0.05,5,"hd",1.19314938779229
"LogNormal(mlog=0, sdlog=2)",0.05,5,"hd",1.37788901878828
"LogNormal(mlog=0, sdlog=3)",0.05,5,"hd",1.61944575948573
"Weibull(shape=0.3)",0.05,5,"hd",1.80478883051034
"Weibull(shape=0.5)",0.05,5,"hd",1.34930761547725
"Frechet(shape=1)",0.05,5,"hd",1.2367574268293
"Frechet(shape=3)",0.05,5,"hd",1.15693446049063
"Uniform(a=0, b=1)",0.06,5,"hd",1.18343878881098
"Triangular(a=0, b=2, c=1)",0.06,5,"hd",1.11394379130699
"Triangular(a=0, b=2, c=0.2)",0.06,5,"hd",1.20642117559054
"Beta(a=2, b=4)",0.06,5,"hd",1.18166680607496
"Beta(a=2, b=10)",0.06,5,"hd",1.17349720808852
"Normal(m=0, sd=1)",0.06,5,"hd",1.07407799554658
"Weibull(scale=1, shape=2)",0.06,5,"hd",1.14422590454453
"Student(df=3)",0.06,5,"hd",0.873343577425567
"Gumbel(loc=0, scale=1)",0.06,5,"hd",1.12762822811694
"Exp(rate=1)",0.06,5,"hd",1.24569130671793
"Cauchy(x0=0, gamma=1)",0.06,5,"hd",0.689452290063011
"Pareto(loc=1, shape=0.5)",0.06,5,"hd",0.277275647994788
"Pareto(loc=1, shape=2)",0.06,5,"hd",1.27440336289396
"LogNormal(mlog=0, sdlog=1)",0.06,5,"hd",1.22920030305593
"LogNormal(mlog=0, sdlog=2)",0.06,5,"hd",1.38733640493506
"LogNormal(mlog=0, sdlog=3)",0.06,5,"hd",1.58739626811909
"Weibull(shape=0.3)",0.06,5,"hd",1.66263117932842
"Weibull(shape=0.5)",0.06,5,"hd",1.39878688995506
"Frechet(shape=1)",0.06,5,"hd",1.29674369732834
"Frechet(shape=3)",0.06,5,"hd",1.17183072865848
"Uniform(a=0, b=1)",0.07,5,"hd",1.23223551384455
"Triangular(a=0, b=2, c=1)",0.07,5,"hd",1.13987038430761
"Triangular(a=0, b=2, c=0.2)",0.07,5,"hd",1.24069788115456
"Beta(a=2, b=4)",0.07,5,"hd",1.18807195298568
"Beta(a=2, b=10)",0.07,5,"hd",1.21094439164481
"Normal(m=0, sd=1)",0.07,5,"hd",1.07013725144964
"Weibull(scale=1, shape=2)",0.07,5,"hd",1.1775354700892
"Student(df=3)",0.07,5,"hd",0.863992390383991
"Gumbel(loc=0, scale=1)",0.07,5,"hd",1.14858225979539
"Exp(rate=1)",0.07,5,"hd",1.28420765553491
"Cauchy(x0=0, gamma=1)",0.07,5,"hd",0.638144347935064
"Pareto(loc=1, shape=0.5)",0.07,5,"hd",0.190299085896914
"Pareto(loc=1, shape=2)",0.07,5,"hd",1.32263441952511
"LogNormal(mlog=0, sdlog=1)",0.07,5,"hd",1.25829603128907
"LogNormal(mlog=0, sdlog=2)",0.07,5,"hd",1.48308998659425
"LogNormal(mlog=0, sdlog=3)",0.07,5,"hd",1.44552347534185
"Weibull(shape=0.3)",0.07,5,"hd",1.77775006550787
"Weibull(shape=0.5)",0.07,5,"hd",1.50582792963901
"Frechet(shape=1)",0.07,5,"hd",1.34346293843743
"Frechet(shape=3)",0.07,5,"hd",1.19508274874064
"Uniform(a=0, b=1)",0.08,5,"hd",1.2761026896823
"Triangular(a=0, b=2, c=1)",0.08,5,"hd",1.15495523087578
"Triangular(a=0, b=2, c=0.2)",0.08,5,"hd",1.25796345980727
"Beta(a=2, b=4)",0.08,5,"hd",1.21964991468395
"Beta(a=2, b=10)",0.08,5,"hd",1.23866701932335
"Normal(m=0, sd=1)",0.08,5,"hd",1.06894273486984
"Weibull(scale=1, shape=2)",0.08,5,"hd",1.20339849949077
"Student(df=3)",0.08,5,"hd",0.776798808765651
"Gumbel(loc=0, scale=1)",0.08,5,"hd",1.16865280144048
"Exp(rate=1)",0.08,5,"hd",1.30744409068619
"Cauchy(x0=0, gamma=1)",0.08,5,"hd",0.594962357439585
"Pareto(loc=1, shape=0.5)",0.08,5,"hd",0.0890973023218514
"Pareto(loc=1, shape=2)",0.08,5,"hd",1.35527271358964
"LogNormal(mlog=0, sdlog=1)",0.08,5,"hd",1.34294853881895
"LogNormal(mlog=0, sdlog=2)",0.08,5,"hd",1.53611499713602
"LogNormal(mlog=0, sdlog=3)",0.08,5,"hd",1.40291247724159
"Weibull(shape=0.3)",0.08,5,"hd",1.9975814270528
"Weibull(shape=0.5)",0.08,5,"hd",1.58011433576745
"Frechet(shape=1)",0.08,5,"hd",1.32784646191488
"Frechet(shape=3)",0.08,5,"hd",1.23974489150149
"Uniform(a=0, b=1)",0.09,5,"hd",1.28386350665747
"Triangular(a=0, b=2, c=1)",0.09,5,"hd",1.17636363712176
"Triangular(a=0, b=2, c=0.2)",0.09,5,"hd",1.3039238114735
"Beta(a=2, b=4)",0.09,5,"hd",1.24870461004099
"Beta(a=2, b=10)",0.09,5,"hd",1.26191239928789
"Normal(m=0, sd=1)",0.09,5,"hd",1.06282575713644
"Weibull(scale=1, shape=2)",0.09,5,"hd",1.21068099967899
"Student(df=3)",0.09,5,"hd",0.761256632849587
"Gumbel(loc=0, scale=1)",0.09,5,"hd",1.19117872436416
"Exp(rate=1)",0.09,5,"hd",1.34628408494452
"Cauchy(x0=0, gamma=1)",0.09,5,"hd",0.554228205779366
"Pareto(loc=1, shape=0.5)",0.09,5,"hd",0.0527484212816997
"Pareto(loc=1, shape=2)",0.09,5,"hd",1.41046676976255
"LogNormal(mlog=0, sdlog=1)",0.09,5,"hd",1.35057364080218
"LogNormal(mlog=0, sdlog=2)",0.09,5,"hd",1.53744157519635
"LogNormal(mlog=0, sdlog=3)",0.09,5,"hd",1.56300320519676
"Weibull(shape=0.3)",0.09,5,"hd",2.03975660359628
"Weibull(shape=0.5)",0.09,5,"hd",1.60603752679186
"Frechet(shape=1)",0.09,5,"hd",1.42106399130042
"Frechet(shape=3)",0.09,5,"hd",1.26003059719069
"Uniform(a=0, b=1)",0.1,5,"hd",1.32482082556572
"Triangular(a=0, b=2, c=1)",0.1,5,"hd",1.18358303417063
"Triangular(a=0, b=2, c=0.2)",0.1,5,"hd",1.33944662405445
"Beta(a=2, b=4)",0.1,5,"hd",1.25204285960067
"Beta(a=2, b=10)",0.1,5,"hd",1.28199042284063
"Normal(m=0, sd=1)",0.1,5,"hd",1.06914401606136
"Weibull(scale=1, shape=2)",0.1,5,"hd",1.24814371895323
"Student(df=3)",0.1,5,"hd",0.740321347915617
"Gumbel(loc=0, scale=1)",0.1,5,"hd",1.19759329776419
"Exp(rate=1)",0.1,5,"hd",1.40646660440472
"Cauchy(x0=0, gamma=1)",0.1,5,"hd",0.512761124563712
"Pareto(loc=1, shape=0.5)",0.1,5,"hd",0.0317439048734847
"Pareto(loc=1, shape=2)",0.1,5,"hd",1.44849775659399
"LogNormal(mlog=0, sdlog=1)",0.1,5,"hd",1.39056897055365
"LogNormal(mlog=0, sdlog=2)",0.1,5,"hd",1.67281633498936
"LogNormal(mlog=0, sdlog=3)",0.1,5,"hd",1.30675111925668
"Weibull(shape=0.3)",0.1,5,"hd",1.63276333583955
"Weibull(shape=0.5)",0.1,5,"hd",1.6043812025203
"Frechet(shape=1)",0.1,5,"hd",1.47131592868472
"Frechet(shape=3)",0.1,5,"hd",1.30349497296054
"Uniform(a=0, b=1)",0.11,5,"hd",1.35463600157374
"Triangular(a=0, b=2, c=1)",0.11,5,"hd",1.18161355869484
"Triangular(a=0, b=2, c=0.2)",0.11,5,"hd",1.39493202255984
"Beta(a=2, b=4)",0.11,5,"hd",1.30361273516618
"Beta(a=2, b=10)",0.11,5,"hd",1.31849810468364
"Normal(m=0, sd=1)",0.11,5,"hd",1.05887102791795
"Weibull(scale=1, shape=2)",0.11,5,"hd",1.27549352163837
"Student(df=3)",0.11,5,"hd",0.675298920694696
"Gumbel(loc=0, scale=1)",0.11,5,"hd",1.21031786262245
"Exp(rate=1)",0.11,5,"hd",1.42485292056847
"Cauchy(x0=0, gamma=1)",0.11,5,"hd",0.478155156440648
"Pareto(loc=1, shape=0.5)",0.11,5,"hd",0.0424233174297456
"Pareto(loc=1, shape=2)",0.11,5,"hd",1.48693650461739
"LogNormal(mlog=0, sdlog=1)",0.11,5,"hd",1.42833047073985
"LogNormal(mlog=0, sdlog=2)",0.11,5,"hd",1.5053421731418
"LogNormal(mlog=0, sdlog=3)",0.11,5,"hd",1.03304064120209
"Weibull(shape=0.3)",0.11,5,"hd",1.71799822413963
"Weibull(shape=0.5)",0.11,5,"hd",1.65721901113316
"Frechet(shape=1)",0.11,5,"hd",1.41323366298648
"Frechet(shape=3)",0.11,5,"hd",1.29560492556942
"Uniform(a=0, b=1)",0.12,5,"hd",1.38519192118966
"Triangular(a=0, b=2, c=1)",0.12,5,"hd",1.18706962428141
"Triangular(a=0, b=2, c=0.2)",0.12,5,"hd",1.37766187832264
"Beta(a=2, b=4)",0.12,5,"hd",1.28503881305384
"Beta(a=2, b=10)",0.12,5,"hd",1.34537657718773
"Normal(m=0, sd=1)",0.12,5,"hd",1.04819185337996
"Weibull(scale=1, shape=2)",0.12,5,"hd",1.29619673483018
"Student(df=3)",0.12,5,"hd",0.663800075825393
"Gumbel(loc=0, scale=1)",0.12,5,"hd",1.24077630684827
"Exp(rate=1)",0.12,5,"hd",1.47442988461347
"Cauchy(x0=0, gamma=1)",0.12,5,"hd",0.461557590695384
"Pareto(loc=1, shape=0.5)",0.12,5,"hd",0.0130131847549854
"Pareto(loc=1, shape=2)",0.12,5,"hd",1.51568560680959
"LogNormal(mlog=0, sdlog=1)",0.12,5,"hd",1.441501972055
"LogNormal(mlog=0, sdlog=2)",0.12,5,"hd",1.57336336483583
"LogNormal(mlog=0, sdlog=3)",0.12,5,"hd",1.06672201471478
"Weibull(shape=0.3)",0.12,5,"hd",1.62402308846682
"Weibull(shape=0.5)",0.12,5,"hd",1.54811320952959
"Frechet(shape=1)",0.12,5,"hd",1.56669623292457
"Frechet(shape=3)",0.12,5,"hd",1.34048247720617
"Uniform(a=0, b=1)",0.13,5,"hd",1.40975814827547
"Triangular(a=0, b=2, c=1)",0.13,5,"hd",1.20889819936323
"Triangular(a=0, b=2, c=0.2)",0.13,5,"hd",1.43836951910994
"Beta(a=2, b=4)",0.13,5,"hd",1.33701741305723
"Beta(a=2, b=10)",0.13,5,"hd",1.34846751515954
"Normal(m=0, sd=1)",0.13,5,"hd",1.05587332219488
"Weibull(scale=1, shape=2)",0.13,5,"hd",1.30518443750224
"Student(df=3)",0.13,5,"hd",0.63787573671168
"Gumbel(loc=0, scale=1)",0.13,5,"hd",1.2234427711027
"Exp(rate=1)",0.13,5,"hd",1.50453998340897
"Cauchy(x0=0, gamma=1)",0.13,5,"hd",0.428754580258243
"Pareto(loc=1, shape=0.5)",0.13,5,"hd",0.0157367017122394
"Pareto(loc=1, shape=2)",0.13,5,"hd",1.53861741176292
"LogNormal(mlog=0, sdlog=1)",0.13,5,"hd",1.50301497150457
"LogNormal(mlog=0, sdlog=2)",0.13,5,"hd",1.49560864743663
"LogNormal(mlog=0, sdlog=3)",0.13,5,"hd",0.777694050853363
"Weibull(shape=0.3)",0.13,5,"hd",1.45369988798706
"Weibull(shape=0.5)",0.13,5,"hd",1.60906530850228
"Frechet(shape=1)",0.13,5,"hd",1.36824389985187
"Frechet(shape=3)",0.13,5,"hd",1.3857589040106
"Uniform(a=0, b=1)",0.14,5,"hd",1.44688849801703
"Triangular(a=0, b=2, c=1)",0.14,5,"hd",1.20710395193158
"Triangular(a=0, b=2, c=0.2)",0.14,5,"hd",1.49270047454392
"Beta(a=2, b=4)",0.14,5,"hd",1.36152839365018
"Beta(a=2, b=10)",0.14,5,"hd",1.38419385489307
"Normal(m=0, sd=1)",0.14,5,"hd",1.04169467215814
"Weibull(scale=1, shape=2)",0.14,5,"hd",1.31980993877692
"Student(df=3)",0.14,5,"hd",0.642316677244032
"Gumbel(loc=0, scale=1)",0.14,5,"hd",1.26381897155132
"Exp(rate=1)",0.14,5,"hd",1.56375967737818
"Cauchy(x0=0, gamma=1)",0.14,5,"hd",0.385715466647899
"Pareto(loc=1, shape=0.5)",0.14,5,"hd",0.00382020510565104
"Pareto(loc=1, shape=2)",0.14,5,"hd",1.54686039790785
"LogNormal(mlog=0, sdlog=1)",0.14,5,"hd",1.55058750896258
"LogNormal(mlog=0, sdlog=2)",0.14,5,"hd",1.52634678184018
"LogNormal(mlog=0, sdlog=3)",0.14,5,"hd",0.871547188330375
"Weibull(shape=0.3)",0.14,5,"hd",1.38967102012972
"Weibull(shape=0.5)",0.14,5,"hd",1.58324408868214
"Frechet(shape=1)",0.14,5,"hd",1.4046756744517
"Frechet(shape=3)",0.14,5,"hd",1.41819533701434
"Uniform(a=0, b=1)",0.15,5,"hd",1.46749294634142
"Triangular(a=0, b=2, c=1)",0.15,5,"hd",1.22405366569328
"Triangular(a=0, b=2, c=0.2)",0.15,5,"hd",1.48081616913444
"Beta(a=2, b=4)",0.15,5,"hd",1.38228400386519
"Beta(a=2, b=10)",0.15,5,"hd",1.44225190743572
"Normal(m=0, sd=1)",0.15,5,"hd",1.08467845361896
"Weibull(scale=1, shape=2)",0.15,5,"hd",1.33203927625558
"Student(df=3)",0.15,5,"hd",0.601946924333846
"Gumbel(loc=0, scale=1)",0.15,5,"hd",1.25231683014822
"Exp(rate=1)",0.15,5,"hd",1.506142334832
"Cauchy(x0=0, gamma=1)",0.15,5,"hd",0.353588395178662
"Pareto(loc=1, shape=0.5)",0.15,5,"hd",0.0030915745772173
"Pareto(loc=1, shape=2)",0.15,5,"hd",1.57298048692787
"LogNormal(mlog=0, sdlog=1)",0.15,5,"hd",1.54545888334511
"LogNormal(mlog=0, sdlog=2)",0.15,5,"hd",1.55467899103361
"LogNormal(mlog=0, sdlog=3)",0.15,5,"hd",0.669999231792638
"Weibull(shape=0.3)",0.15,5,"hd",1.20853878902511
"Weibull(shape=0.5)",0.15,5,"hd",1.63547916579833
"Frechet(shape=1)",0.15,5,"hd",1.39127748485722
"Frechet(shape=3)",0.15,5,"hd",1.43251124148743
"Uniform(a=0, b=1)",0.16,5,"hd",1.48993758152635
"Triangular(a=0, b=2, c=1)",0.16,5,"hd",1.25452716950174
"Triangular(a=0, b=2, c=0.2)",0.16,5,"hd",1.53727846485598
"Beta(a=2, b=4)",0.16,5,"hd",1.43285592413332
"Beta(a=2, b=10)",0.16,5,"hd",1.44830673442581
"Normal(m=0, sd=1)",0.16,5,"hd",1.09024675384436
"Weibull(scale=1, shape=2)",0.16,5,"hd",1.37328500364207
"Student(df=3)",0.16,5,"hd",0.570423172161354
"Gumbel(loc=0, scale=1)",0.16,5,"hd",1.27007571200835
"Exp(rate=1)",0.16,5,"hd",1.6039009541699
"Cauchy(x0=0, gamma=1)",0.16,5,"hd",0.272679911963636
"Pareto(loc=1, shape=0.5)",0.16,5,"hd",0.00181375669536364
"Pareto(loc=1, shape=2)",0.16,5,"hd",1.53896163898032
"LogNormal(mlog=0, sdlog=1)",0.16,5,"hd",1.5508871149917
"LogNormal(mlog=0, sdlog=2)",0.16,5,"hd",1.36200902954752
"LogNormal(mlog=0, sdlog=3)",0.16,5,"hd",0.737430801373593
"Weibull(shape=0.3)",0.16,5,"hd",1.16075399295571
"Weibull(shape=0.5)",0.16,5,"hd",1.51970742431084
"Frechet(shape=1)",0.16,5,"hd",1.40829033866875
"Frechet(shape=3)",0.16,5,"hd",1.44931693231926
"Uniform(a=0, b=1)",0.17,5,"hd",1.53675648838532
"Triangular(a=0, b=2, c=1)",0.17,5,"hd",1.2451260607342
"Triangular(a=0, b=2, c=0.2)",0.17,5,"hd",1.5736877660661
"Beta(a=2, b=4)",0.17,5,"hd",1.44686978275941
"Beta(a=2, b=10)",0.17,5,"hd",1.46301051714116
"Normal(m=0, sd=1)",0.17,5,"hd",1.08303266901143
"Weibull(scale=1, shape=2)",0.17,5,"hd",1.39068262363578
"Student(df=3)",0.17,5,"hd",0.551700786185263
"Gumbel(loc=0, scale=1)",0.17,5,"hd",1.29534203742975
"Exp(rate=1)",0.17,5,"hd",1.59359237164225
"Cauchy(x0=0, gamma=1)",0.17,5,"hd",0.239395124753758
"Pareto(loc=1, shape=0.5)",0.17,5,"hd",0.00363475064500412
"Pareto(loc=1, shape=2)",0.17,5,"hd",1.51488469609245
"LogNormal(mlog=0, sdlog=1)",0.17,5,"hd",1.52647495302499
"LogNormal(mlog=0, sdlog=2)",0.17,5,"hd",1.47042789367569
"LogNormal(mlog=0, sdlog=3)",0.17,5,"hd",0.557550949098059
"Weibull(shape=0.3)",0.17,5,"hd",1.07788245455817
"Weibull(shape=0.5)",0.17,5,"hd",1.4671016098062
"Frechet(shape=1)",0.17,5,"hd",1.32233043287108
"Frechet(shape=3)",0.17,5,"hd",1.46398732830546
"Uniform(a=0, b=1)",0.18,5,"hd",1.57725751727402
"Triangular(a=0, b=2, c=1)",0.18,5,"hd",1.27344257950991
"Triangular(a=0, b=2, c=0.2)",0.18,5,"hd",1.5481977577758
"Beta(a=2, b=4)",0.18,5,"hd",1.47212176637298
"Beta(a=2, b=10)",0.18,5,"hd",1.5243067127409
"Normal(m=0, sd=1)",0.18,5,"hd",1.08586452260935
"Weibull(scale=1, shape=2)",0.18,5,"hd",1.44369288889884
"Student(df=3)",0.18,5,"hd",0.573165639101113
"Gumbel(loc=0, scale=1)",0.18,5,"hd",1.33748207840097
"Exp(rate=1)",0.18,5,"hd",1.63599384581611
"Cauchy(x0=0, gamma=1)",0.18,5,"hd",0.210813747724003
"Pareto(loc=1, shape=0.5)",0.18,5,"hd",0.00120299840668793
"Pareto(loc=1, shape=2)",0.18,5,"hd",1.58817229855568
"LogNormal(mlog=0, sdlog=1)",0.18,5,"hd",1.52728938443732
"LogNormal(mlog=0, sdlog=2)",0.18,5,"hd",1.31168247526756
"LogNormal(mlog=0, sdlog=3)",0.18,5,"hd",0.481373766000597
"Weibull(shape=0.3)",0.18,5,"hd",0.914150934006262
"Weibull(shape=0.5)",0.18,5,"hd",1.48463547652602
"Frechet(shape=1)",0.18,5,"hd",1.26189672708357
"Frechet(shape=3)",0.18,5,"hd",1.46263749501941
"Uniform(a=0, b=1)",0.19,5,"hd",1.6074495447993
"Triangular(a=0, b=2, c=1)",0.19,5,"hd",1.28690613618752
"Triangular(a=0, b=2, c=0.2)",0.19,5,"hd",1.60200167172869
"Beta(a=2, b=4)",0.19,5,"hd",1.48306447009379
"Beta(a=2, b=10)",0.19,5,"hd",1.53340912461802
"Normal(m=0, sd=1)",0.19,5,"hd",1.08880353943046
"Weibull(scale=1, shape=2)",0.19,5,"hd",1.45471313084124
"Student(df=3)",0.19,5,"hd",0.521821429340482
"Gumbel(loc=0, scale=1)",0.19,5,"hd",1.35366467194209
"Exp(rate=1)",0.19,5,"hd",1.63762113648493
"Cauchy(x0=0, gamma=1)",0.19,5,"hd",0.179509149351362
"Pareto(loc=1, shape=0.5)",0.19,5,"hd",0.000668955682586414
"Pareto(loc=1, shape=2)",0.19,5,"hd",1.52173076432517
"LogNormal(mlog=0, sdlog=1)",0.19,5,"hd",1.56336400819686
"LogNormal(mlog=0, sdlog=2)",0.19,5,"hd",1.24410312598
"LogNormal(mlog=0, sdlog=3)",0.19,5,"hd",0.40683005537292
"Weibull(shape=0.3)",0.19,5,"hd",0.781093958686803
"Weibull(shape=0.5)",0.19,5,"hd",1.46674524058184
"Frechet(shape=1)",0.19,5,"hd",1.23322984205098
"Frechet(shape=3)",0.19,5,"hd",1.45615425886853
"Uniform(a=0, b=1)",0.2,5,"hd",1.63059308434316
"Triangular(a=0, b=2, c=1)",0.2,5,"hd",1.33748362273755
"Triangular(a=0, b=2, c=0.2)",0.2,5,"hd",1.63258124476622
"Beta(a=2, b=4)",0.2,5,"hd",1.55065231269251
"Beta(a=2, b=10)",0.2,5,"hd",1.5633509850048
"Normal(m=0, sd=1)",0.2,5,"hd",1.12635489693032
"Weibull(scale=1, shape=2)",0.2,5,"hd",1.50270704628503
"Student(df=3)",0.2,5,"hd",0.531108263159074
"Gumbel(loc=0, scale=1)",0.2,5,"hd",1.38470495665492
"Exp(rate=1)",0.2,5,"hd",1.6087451333324
"Cauchy(x0=0, gamma=1)",0.2,5,"hd",0.125876959180377
"Pareto(loc=1, shape=0.5)",0.2,5,"hd",0.000649858742061961
"Pareto(loc=1, shape=2)",0.2,5,"hd",1.48312054371603
"LogNormal(mlog=0, sdlog=1)",0.2,5,"hd",1.56916136347397
"LogNormal(mlog=0, sdlog=2)",0.2,5,"hd",1.23100604115643
"LogNormal(mlog=0, sdlog=3)",0.2,5,"hd",0.341383563145208
"Weibull(shape=0.3)",0.2,5,"hd",0.773525717701329
"Weibull(shape=0.5)",0.2,5,"hd",1.37199491366676
"Frechet(shape=1)",0.2,5,"hd",1.21307757747673
"Frechet(shape=3)",0.2,5,"hd",1.53998544199432
"Uniform(a=0, b=1)",0.21,5,"hd",1.72700245294666
"Triangular(a=0, b=2, c=1)",0.21,5,"hd",1.34066665103505
"Triangular(a=0, b=2, c=0.2)",0.21,5,"hd",1.65725344709016
"Beta(a=2, b=4)",0.21,5,"hd",1.57876005098719
"Beta(a=2, b=10)",0.21,5,"hd",1.57205208456497
"Normal(m=0, sd=1)",0.21,5,"hd",1.15722901892923
"Weibull(scale=1, shape=2)",0.21,5,"hd",1.48363677973623
"Student(df=3)",0.21,5,"hd",0.546532736066093
